Digester__TO__DocumentBuilder/ItspAccounts.java:32:13:error(zero-trust-xml-audit):            digester.addObjectCreate("sipxbridge-config", ItspAccounts.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ItspAccounts.java:39:13:error(zero-trust-xml-audit):            digester.addObjectCreate(ITSP_CONFIG, ItspAccount.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ItspAccounts.java:40:13:error(zero-trust-xml-audit):            digester.addSetNext(ITSP_CONFIG, "addItspAccount");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ItspAccounts.java:42:13:error(zero-trust-xml-audit):            digester.addCallMethod(String.format("%s/%s", ITSP_CONFIG,"itsp-proxy-address"), "setItspProxyAddress",0);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ItspAccounts.java:43:13:error(zero-trust-xml-audit):            digester.addCallMethod(String.format("%s/%s", ITSP_CONFIG,"itsp-proxy-port"), "setItspProxyPort",0);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ItspAccounts.java:44:13:error(zero-trust-xml-audit):            digester.addCallMethod(String.format("%s/%s", ITSP_CONFIG,"itsp-proxy-domain"), "setItspProxyDomain",0);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ItspAccounts.java:49:13:error(zero-trust-xml-audit):            digester:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ItspAccounts.java:55:13:error(zero-trust-xml-audit):            digester.addCallMethod(String.format("%s/%s", ITSP_CONFIG, "password"), "setPassword", 0);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ItspAccounts.java:62:25:error(zero-trust-xml-audit):        XMLInputFactory xmlInputFactory = XMLInputFactory.newFactory();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ItspAccounts.java:62:43:error(zero-trust-xml-audit):        XMLInputFactory xmlInputFactory = XMLInputFactory.newFactory();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ItspAccounts.java:64:43:error(zero-trust-xml-audit):        XMLStreamReader xmlStreamReader = xmlInputFactory.createXMLStreamReader(url);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:56:48:error(zero-trust-xml-audit):        javax.xml.stream.XMLInputFactory ipf = javax.xml.stream.XMLInputFactory.newFactory();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:68:53:error(zero-trust-xml-audit):        javax.xml.stream.XMLInputFactory digester = javax.xml.stream.XMLInputFactory.newFactory();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:76:33:error(zero-trust-xml-audit):        return (ResourceConfig) digester.parse(in);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:85:9:error(zero-trust-xml-audit):        digester.addObjectCreate(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:89:9:error(zero-trust-xml-audit):        digester.addBeanPropertySetter(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:93:9:error(zero-trust-xml-audit):        digester.addBeanPropertySetter(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:97:9:error(zero-trust-xml-audit):        digester.addBeanPropertySetter(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:102:9:error(zero-trust-xml-audit):        digester.addCallMethod(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:106:9:error(zero-trust-xml-audit):        digester.addCallMethod(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:111:9:error(zero-trust-xml-audit):        digester.addObjectCreate(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:115:9:error(zero-trust-xml-audit):        digester.addSetProperties(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:119:9:error(zero-trust-xml-audit):        digester.addObjectCreate(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:123:9:error(zero-trust-xml-audit):        digester.addSetProperties("pluto-portal-driver/render-config/page");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:124:9:error(zero-trust-xml-audit):        digester.addCallMethod(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:127:9:error(zero-trust-xml-audit):        digester.addCallParam(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:131:9:error(zero-trust-xml-audit):        digester.addCallParam(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:135:9:error(zero-trust-xml-audit):        digester.addSetNext(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/ResourceConfigReader.java:139:9:error(zero-trust-xml-audit):        digester.addSetNext(:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:39:56:error(zero-trust-xml-audit):    javax.xml.stream.XMLInputFactory xmlInputFactory = javax.xml.stream.XMLInputFactory.newFactory();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:45:14:error(zero-trust-xml-audit):    Digester digester = new Digester();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:45:25:error(zero-trust-xml-audit):    Digester digester = new Digester();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:46:5:error(zero-trust-xml-audit):    digester.setValidating(false);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:48:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results", ConceptResults.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:49:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/status", "status");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:50:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/statusInfo", "statusInfo");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:51:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/url", "url");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:52:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/language", "language");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:53:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results/concepts", Concepts.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:54:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results/concepts/concept", Concept.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:55:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/text", "text");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:56:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/relevance", "relevance");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:57:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/website", "website");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:58:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/geo", "geo");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__InputFactory/XMLTextConceptDigester.java:60:22:error(zero-trust-xml-audit):    return (Results) digester.parse(xmlStreamReader);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/Test03.java:14:45:error(zero-trust-xml-audit):    org.jdom2.input.SAXBuilder saxBuilder = new org.jdom2.input.SAXBuilder();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:39:45:error(zero-trust-xml-audit):    org.jdom2.input.SAXBuilder saxBuilder = new org.jdom2.input.SAXBuilder();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:43:14:error(zero-trust-xml-audit):    Digester digester = new Digester();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:43:25:error(zero-trust-xml-audit):    Digester digester = new Digester();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:45:5:error(zero-trust-xml-audit):    digester.setValidating(false);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:47:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results", ConceptResults.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:48:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/status", "status");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:49:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/statusInfo", "statusInfo");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:50:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/url", "url");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:51:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/language", "language");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:52:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results/concepts", Concepts.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:53:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results/concepts/concept", Concept.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:54:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/text", "text");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:55:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/relevance", "relevance");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:56:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/website", "website");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:57:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/geo", "geo");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXBuilder/XMLTextConceptDigester.java:59:22:error(zero-trust-xml-audit):    return (Results) digester.parse(xmlReader);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:39:46:error(zero-trust-xml-audit):    javax.xml.parsers.SAXParserFactory spf = javax.xml.parsers.SAXParserFactory.newInstance();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:39:46:error(zero-trust-xml-audit):    javax.xml.parsers.SAXParserFactory spf = javax.xml.parsers.SAXParserFactory.newInstance();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:42:14:error(zero-trust-xml-audit):    Digester digester = new Digester();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:42:25:error(zero-trust-xml-audit):    Digester digester = new Digester();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:43:5:error(zero-trust-xml-audit):    digester.setValidating(false);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:45:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results", ConceptResults.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:46:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/status", "status");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:47:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/statusInfo", "statusInfo");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:48:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/url", "url");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:49:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/language", "language");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:50:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results/concepts", Concepts.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:51:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results/concepts/concept", Concept.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:52:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/text", "text");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:53:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/relevance", "relevance");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:54:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/website", "website");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:55:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/geo", "geo");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXParser/XMLTextConceptDigester.java:57:22:error(zero-trust-xml-audit):    return (Results) digester.parse(xmlReader);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:39:37:error(zero-trust-xml-audit):    org.dom4j.io.SAXReader parser = new org.dom4j.io.SAXReader();:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:42:14:error(zero-trust-xml-audit):    Digester digester = new Digester(parser);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:42:25:error(zero-trust-xml-audit):    Digester digester = new Digester(parser);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:44:5:error(zero-trust-xml-audit):    digester.setValidating(false);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:46:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results", ConceptResults.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:47:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/status", "status");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:48:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/statusInfo", "statusInfo");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:49:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/url", "url");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:50:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/language", "language");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:51:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results/concepts", Concepts.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:52:5:error(zero-trust-xml-audit):    digester.addObjectCreate("results/concepts/concept", Concept.class);:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
Digester__TO__SAXReader/XMLTextConceptDigester.java:53:5:error(zero-trust-xml-audit):    digester.addBeanPropertySetter("results/concepts/concept/text", "text");:高危：检测到 XML 组件 ($ANY) 的使用。未能在同范围内识别到有效的安全配置（如 disallow-doctype-decl 为 true）。
